nombre,apellido,edad,genero,pais_origen,estado_civil,num_integrantes_familia,dependientes_menores,profesion,sector_industrial,categoria_profesional,nivel_educativo,tipo_contrato,anos_experiencia,meses_empresa_actual,ingresos_anuales,dinero_banco,deudas_totales,invertido_bolsa,invertido_cripto,invertido_propiedades,patrimonio_neto,score_crediticio,gastos_mensuales,renta_pasiva,ratio_deuda_ingreso,interes_compra_dubai,motivo_compra,presupuesto_max,zona_preferida
Luis,Sánchez,33,Hombre,España,Casado,2,0,Médico,Turismo,Director,Master,Temporal,12,104,109546,113467,30815,107473,0,0,190125,711,2783,0,28.13,Medio,Inversión,1238904,Zona Centro-Negocios
Alejandro,Suárez,31,Hombre,Argentina,Casado,4,2,Data Scientist,Salud,Mid-Level,Bachillerato,Permanente,10,130,42683,10053,39369,0,2135,0,-27181,550,1207,4474,92.24,Medio,Inversión,268144,Zona Residencial-Accesible
Beatriz,Blanco,33,Mujer,España,Viudo,1,0,Arquitecto,Construcción,Senior,Master,Temporal,10,5,100531,64362,31597,0,0,0,32765,797,2020,17534,31.43,Bajo,Inversión,1174752,Zona Centro-Negocios
Alberto,Pérez,31,Hombre,España,Casado,5,1,Director Comercial,Inmobiliario,Senior,PhD,Permanente,10,26,109073,25518,10268,20500,15044,0,50794,701,3492,26212,9.41,Medio,Residencia,798829,Zona Tech-Educación
Carmen,Martín,56,Mujer,Argentina,Casado,1,2,Gerente de Proyecto,Legal,Director,Master,Permanente,33,30,144559,199687,143787,132038,0,738567,926505,567,2736,0,99.47,Alto,Mixto,4378770,Zona Centro-Negocios
Carlos,Ortiz,61,Hombre,México,Casado,4,2,Médico,Inmobiliario,Director,Licenciatura,Permanente,39,25,120942,132879,33952,232941,6149,0,338017,676,2334,0,28.07,Bajo,Residencia,1811738,Zona Sur-Inversión
Andrés,Gutiérrez,33,Hombre,España,Soltero,2,0,Gerente de Proyecto,Construcción,Senior,Master,Temporal,11,60,114318,136980,29111,0,0,0,107869,792,2142,0,25.46,Medio,Inversión,1068825,Zona Sur-Inversión
Carlos,Blanco,33,Hombre,México,Soltero,2,0,Desarrollador,Automotriz,Senior,Master,Permanente,10,53,74527,28806,65431,0,14129,0,-22496,660,2234,0,87.8,Medio,Residencia,829377,Zona Centro-Negocios
José,Blanco,33,Hombre,España,Casado,6,1,Product Manager,Energía,Mid-Level,Licenciatura,Permanente,10,88,55047,45144,28913,0,30929,0,47160,550,1005,0,52.52,Bajo,Residencia,519569,Zona Residencial-Accesible
Sara,Navarro,31,Mujer,México,Casado,4,0,Desarrollador,Consultoría,Mid-Level,Licenciatura,Permanente,9,158,57390,17057,35280,4306,0,0,-13917,653,1440,0,61.47,Bajo,Inversión,445630,Zona Residencial-Accesible
Lucía,García,56,Mujer,Colombia,Casado,5,0,Empresario,Tecnología,Director,Master,Temporal,35,51,179212,94617,46258,425085,0,1607977,2081421,658,5638,0,25.81,Alto,Inversión,5000000,Zona Costa-Premium
Isabel,Rubio,33,Mujer,España,Soltero,3,0,Médico,Legal,Senior,Master,Permanente,11,66,82774,40936,51462,12588,0,0,2062,616,2164,0,62.17,Bajo,Inversión,863638,Zona Sur-Inversión
Isabel,Castro,31,Mujer,España,Divorciado,5,2,Empresario,Inmobiliario,Mid-Level,Licenciatura,Permanente,9,59,47534,8971,26081,12689,1898,188866,186343,550,1079,4006,54.87,Medio,Residencia,491320,Zona Tech-Educación
Rosa,Díaz,56,Mujer,Chile,Divorciado,3,2,Profesor Universitario,Finanzas,Director,PhD,Permanente,35,176,192713,218676,117358,128586,0,1138238,1368142,610,4668,17349,60.9,Medio,Residencia,5000000,Zona Centro-Negocios
Sofía,Vázquez,31,Mujer,Perú,Casado,4,1,Piloto,Energía,Senior,Master,Permanente,10,44,82454,33857,34110,56668,0,0,56415,750,1410,0,41.37,Bajo,Inversión,517324,Zona Sur-Inversión
Elena,García,61,Mujer,USA (Miami),Casado,3,0,Gerente de Proyecto,Alimentación,Director,Licenciatura,Permanente,39,49,95202,98400,28592,172703,0,0,242511,695,2381,0,30.03,Medio,Residencia,1225089,Zona Sur-Inversión
Rafael,Martínez,33,Hombre,México,Soltero,4,0,Profesor Universitario,Aeroespacial,Senior,Licenciatura,Permanente,12,159,86138,40200,41301,43193,6060,436716,484868,695,2728,0,47.95,Alto,Inversión,2352332,Zona Sur-Inversión
Fernando,Fernández,33,Hombre,México,Casado,3,0,Desarrollador,Alimentación,Senior,Master,Permanente,11,134,109996,68586,56304,92043,0,0,104325,712,3436,18252,51.19,Bajo,Mixto,987460,Zona Residencial-Accesible
Luis,García,31,Hombre,México,Casado,3,0,Diseñador,Finanzas,Senior,Master,Permanente,10,29,75406,58642,18445,13539,0,0,53736,678,1344,0,24.46,Medio,Mixto,425643,Zona Centro-Negocios
Clara,Molina,33,Mujer,USA (Miami),Casado,2,3,Farmacéutico,Automotriz,Senior,Licenciatura,Permanente,12,132,98363,39350,78459,48342,0,516118,525351,591,2443,0,79.76,Alto,Residencia,2606173,Zona Centro-Negocios
Andrés,Gómez,56,Hombre,Chile,Casado,3,0,Empresario,Retail,Director,Master,Temporal,34,14,132890,203459,46710,282726,0,400636,840111,768,2435,0,35.15,Alto,Residencia,4274084,Zona Costa-Premium
Alejandro,Domínguez,33,Hombre,España,Casado,2,0,Abogado,Turismo,Mid-Level,Licenciatura,Permanente,11,16,69800,42007,52610,93222,8227,0,90846,550,1846,0,75.37,Bajo,Residencia,608279,Zona Centro-Negocios
Silvia,Molina,61,Mujer,España,Soltero,3,0,Consultor,Turismo,Director,Licenciatura,Permanente,40,150,97787,167091,54240,169618,0,0,282469,709,2373,0,55.47,Alto,Residencia,1407495,Zona Sur-Inversión
Carmen,Blanco,33,Mujer,España,Soltero,2,0,Product Manager,Salud,Senior,Master,Permanente,11,13,84649,69269,49289,113169,49579,0,182728,626,2362,16033,58.23,Bajo,Mixto,1015407,Zona Centro-Negocios
Marta,Navarro,61,Mujer,España,Divorciado,4,2,Product Manager,Aeroespacial,C-Level,Master,Freelance,38,1,185042,194174,15261,389965,0,0,568878,697,4644,0,8.25,Alto,Residencia,3405994,Zona Costa-Premium
Alejandro,González,61,Hombre,Venezuela,Soltero,3,0,Arquitecto,Salud,C-Level,Master,Temporal,39,151,277341,154439,42916,635833,0,861852,1609208,665,6650,0,15.47,Alto,Mixto,5000000,Zona Costa-Premium
Silvia,Gil,33,Mujer,España,Soltero,3,0,Contador,Finanzas,Senior,Licenciatura,Permanente,12,161,73740,70949,96227,74428,43074,0,92224,550,1665,0,130.49,Bajo,Inversión,834018,Zona Residencial-Accesible
Javier,Martínez,33,Hombre,España,Casado,2,1,Arquitecto,Finanzas,Senior,Master,Permanente,11,44,81812,31043,94727,47328,11973,179062,174679,550,1453,0,115.79,Medio,Mixto,931836,Zona Residencial-Accesible
Pablo,Gutiérrez,56,Hombre,USA (Miami),Soltero,4,0,Analista Financiero,Energía,Director,Bachillerato,Permanente,33,21,124071,181851,53203,106104,0,0,234752,731,3492,0,42.88,Bajo,Mixto,1393150,Zona Centro-Negocios
Pedro,Hernández,31,Hombre,España,Casado,1,1,Arquitecto,Salud,Mid-Level,Licenciatura,Temporal,10,152,69820,20646,23678,0,0,0,-3032,665,1367,0,33.91,Medio,Mixto,508725,Zona Sur-Inversión
Luis,Domínguez,56,Hombre,España,Casado,4,1,Desarrollador,Salud,Director,PhD,Permanente,33,155,171297,117610,122924,272083,85406,0,352175,640,5189,17006,71.76,Medio,Vacacional,2373002,Zona Centro-Negocios
Antonio,Moreno,33,Hombre,España,Soltero,3,0,Diseñador,Energía,Senior,Licenciatura,Permanente,12,83,107537,66197,87364,50206,0,0,29039,604,2371,0,81.24,Medio,Inversión,879010,Zona Centro-Negocios
Rosa,Molina,56,Mujer,México,Soltero,1,0,Piloto,Automotriz,Director,Master,Permanente,34,148,159405,107568,105574,216966,0,720548,939508,726,4471,0,66.23,Alto,Residencia,5000000,Zona Costa-Premium
Daniel,Fernández,31,Hombre,España,Soltero,5,0,Profesor Universitario,Automotriz,Senior,PhD,Permanente,8,9,86942,20572,25497,0,0,0,-4925,686,2869,21226,29.33,Medio,Residencia,627313,Zona Tech-Educación
Sofía,Jiménez,56,Mujer,México,Casado,2,2,Director Comercial,Aeroespacial,Director,Master,Permanente,35,29,166964,79087,120231,326624,0,0,285480,695,4036,0,72.01,Medio,Inversión,2116426,Zona Centro-Negocios
Beatriz,Rodríguez,33,Mujer,España,Casado,1,2,Product Manager,Educación,Director,PhD,Temporal,12,82,142653,90540,96472,44189,0,0,38257,657,4211,29524,67.63,Bajo,Inversión,1326347,Zona Sur-Inversión
Ricardo,Álvarez,56,Hombre,México,Soltero,2,0,Director Comercial,Telecomunicaciones,C-Level,PhD,Permanente,34,79,221321,203787,78021,407263,0,1234052,1767081,793,6610,0,35.25,Alto,Inversión,5000000,Zona Centro-Negocios
Manuel,Molina,33,Hombre,España,Casado,5,1,Ingeniero Software,Consultoría,Mid-Level,Licenciatura,Temporal,10,170,65190,53111,39781,90545,0,0,103875,655,1123,13934,61.02,Bajo,Inversión,705490,Zona Residencial-Accesible
Rafael,Fernández,31,Hombre,Chile,Casado,3,0,Gerente de Proyecto,Consultoría,Mid-Level,Licenciatura,Permanente,9,59,47039,32144,43630,8130,0,110801,107445,667,1205,0,92.75,Medio,Mixto,317023,Zona Tech-Educación
Clara,Serrano,61,Mujer,España,Soltero,5,0,Data Scientist,Automotriz,Director,Licenciatura,Temporal,39,34,116993,119079,32662,118998,0,903209,1108624,680,2582,0,27.92,Alto,Inversión,5000000,Zona Costa-Premium
Francisco,Álvarez,56,Hombre,España,Casado,2,2,Ingeniero Software,Consultoría,Director,Licenciatura,Permanente,34,31,168001,149798,85343,177170,0,0,241625,638,4051,0,50.8,Alto,Inversión,1962940,Zona Costa-Premium
Alejandro,Ramos,61,Hombre,México,Casado,1,0,Contador,Educación,Director,Master,Permanente,40,80,116774,195880,24584,109929,0,0,281225,752,2530,0,21.05,Bajo,Inversión,1324387,Zona Residencial-Accesible
Fernando,Hernández,33,Hombre,España,Casado,3,1,Ingeniero Civil,Energía,Mid-Level,Licenciatura,Permanente,10,78,59360,17933,40076,0,0,241099,218956,550,1524,0,67.51,Medio,Inversión,1056014,Zona Residencial-Accesible
Marta,López,33,Mujer,España,Divorciado,2,2,Piloto,Energía,Mid-Level,Licenciatura,Permanente,11,101,51522,16746,32209,0,0,291421,275958,622,1633,0,62.52,Bajo,Vacacional,1111996,Zona Centro-Negocios
Elena,Suárez,33,Mujer,Chile,Casado,3,1,Arquitecto,Finanzas,Senior,Master,Permanente,11,112,84902,38085,88173,29510,0,0,-20578,666,1487,0,103.85,Bajo,Vacacional,852070,Zona Residencial-Accesible
Alberto,García,56,Hombre,España,Soltero,3,0,Abogado,Turismo,Director,Licenciatura,Temporal,34,112,101375,130125,75945,93908,0,0,148088,621,2052,17552,74.91,Medio,Inversión,1384975,Zona Centro-Negocios
Clara,López,31,Mujer,Argentina,Casado,2,1,Arquitecto,Aeroespacial,Mid-Level,Bachillerato,Permanente,8,179,47662,7759,44931,36313,0,0,-859,550,1503,0,94.27,Bajo,Vacacional,310499,Zona Tech-Educación
Mónica,Díaz,31,Mujer,España,Soltero,1,0,Director Comercial,Energía,Senior,Master,Permanente,9,121,99192,44962,41057,0,29176,0,33081,772,1773,25801,41.39,Bajo,Residencia,567485,Zona Centro-Negocios
Marta,Jiménez,61,Mujer,Chile,Soltero,2,0,Product Manager,Educación,Director,Master,Temporal,38,102,162016,128682,28079,360910,0,1310081,1771594,771,3695,13094,17.33,Alto,Residencia,5000000,Zona Costa-Premium
Andrea,Rubio,33,Mujer,Ecuador,Divorciado,1,2,Data Scientist,Automotriz,Mid-Level,Licenciatura,Permanente,10,25,64503,49268,48894,95101,0,0,95475,550,1345,10448,75.8,Bajo,Residencia,711881,Zona Residencial-Accesible
Mónica,Blanco,61,Mujer,España,Casado,5,2,Empresario,Automotriz,C-Level,Master,Permanente,40,151,212268,282731,59958,124640,0,0,347413,740,4156,0,28.25,Medio,Inversión,2783051,Zona Centro-Negocios
Ana,Romero,31,Mujer,México,Casado,5,1,Arquitecto,Finanzas,Mid-Level,Licenciatura,Freelance,10,130,56274,24743,44839,0,7863,0,-12233,609,1193,0,79.68,Medio,Inversión,447483,Zona Sur-Inversión
María,Moreno,61,Mujer,España,Soltero,4,0,Médico,Telecomunicaciones,Director,Licenciatura,Permanente,40,122,96084,67790,25788,121141,30913,0,194056,611,2532,9632,26.84,Bajo,Residencia,1206232,Zona Sur-Inversión
Alejandro,Ramos,56,Hombre,USA (Miami),Soltero,1,0,Consultor,Construcción,Director,Bachillerato,Permanente,33,144,105011,160820,112566,248122,0,0,296376,645,3444,0,107.19,Medio,Inversión,1687156,Zona Centro-Negocios
Carlos,Suárez,56,Hombre,España,Soltero,1,0,Data Scientist,Legal,Director,Licenciatura,Permanente,33,139,101292,132606,111125,214696,0,405909,642086,627,2387,26056,109.71,Alto,Residencia,2890022,Zona Costa-Premium
Miguel,Rodríguez,33,Hombre,Argentina,Casado,3,1,Data Scientist,Retail,Senior,Bachillerato,Permanente,12,15,50606,37710,77274,25502,0,262662,248600,550,1219,13424,152.7,Medio,Inversión,1169036,Zona Sur-Inversión
Elena,Ramírez,61,Mujer,Argentina,Viudo,3,0,Ingeniero Civil,Aeroespacial,Director,Licenciatura,Permanente,39,28,95660,102565,13654,52759,0,0,141670,669,2230,0,14.27,Medio,Inversión,1304621,Zona Sur-Inversión
Teresa,Moreno,33,Mujer,España,Casado,5,2,Ingeniero Software,Turismo,Senior,Master,Permanente,10,111,68051,56331,86638,77670,0,0,47363,550,2217,0,127.31,Bajo,Mixto,721926,Zona Residencial-Accesible
Pablo,Castro,56,Hombre,España,Soltero,4,0,Consultor,Finanzas,Director,Licenciatura,Permanente,34,139,121597,206915,67228,217543,0,0,357230,550,2292,0,55.29,Bajo,Inversión,2090338,Zona Sur-Inversión
Elena,Gutiérrez,31,Mujer,España,Casado,1,1,Marketing Manager,Inmobiliario,Mid-Level,Licenciatura,Permanente,9,81,51183,10084,25121,0,0,0,-15037,563,1113,0,49.08,Bajo,Inversión,329014,Zona Tech-Educación
Sergio,Díaz,33,Hombre,Chile,Divorciado,6,3,Diseñador,Aeroespacial,Mid-Level,Licenciatura,Temporal,11,40,45066,28475,37656,37546,0,0,28365,564,773,0,83.56,Bajo,Inversión,363144,Zona Residencial-Accesible
Luis,Ramírez,56,Hombre,España,Divorciado,1,2,Product Manager,Finanzas,Director,Licenciatura,Temporal,33,96,127285,113877,106447,231597,0,843453,1082480,595,2851,0,83.63,Alto,Inversión,5000000,Zona Centro-Negocios
Teresa,González,31,No-binario,México,Casado,4,1,Contador,Legal,Senior,Master,Permanente,10,151,71182,31293,10577,49027,0,0,69743,566,1515,6047,14.86,Bajo,Residencia,429760,Zona Residencial-Accesible
Andrés,González,56,Hombre,España,Casado,3,2,Marketing Manager,Educación,Director,PhD,Temporal,33,148,142204,105849,91818,0,0,513833,527864,550,2945,19605,64.57,Alto,Vacacional,2647954,Zona Costa-Premium
Fernando,Hernández,31,Hombre,España,Casado,3,1,Consultor,Inmobiliario,Mid-Level,Licenciatura,Freelance,8,28,39999,4445,24480,0,0,0,-20035,550,815,0,61.2,Medio,Inversión,235662,Zona Tech-Educación
María,Ramos,61,Mujer,México,Soltero,3,0,Product Manager,Alimentación,Director,PhD,Permanente,40,128,114403,123709,34483,263673,0,891217,1244116,629,2542,0,30.14,Alto,Residencia,5000000,Zona Costa-Premium
Isabel,Romero,61,Mujer,USA (Miami),Casado,4,1,Piloto,Finanzas,Director,Licenciatura,Permanente,40,103,136788,142413,58775,228967,0,587972,900577,713,2854,0,42.97,Alto,Inversión,4282313,Zona Costa-Premium
Jorge,García,33,Hombre,Argentina,Casado,3,1,Chef Ejecutivo,Tecnología,Senior,Master,Permanente,10,135,107611,31697,56624,100474,0,0,75547,606,1905,0,52.62,Bajo,Residencia,1110205,Zona Sur-Inversión
Clara,López,31,Mujer,Chile,Casado,4,1,Médico,Salud,Senior,Master,Permanente,8,28,81410,43313,30610,22808,0,0,35511,754,1714,0,37.6,Bajo,Vacacional,507770,Zona Residencial-Accesible
Sofía,Rodríguez,56,Mujer,Argentina,Casado,1,2,Consultor,Retail,Director,Licenciatura,Permanente,34,109,145033,102037,56317,267213,0,0,312933,641,4779,0,38.83,Medio,Vacacional,1460524,Zona Sur-Inversión
Javier,Suárez,31,Hombre,Argentina,Casado,4,0,Desarrollador,Automotriz,Mid-Level,Licenciatura,Freelance,8,91,59219,31593,16310,0,0,0,15283,657,1919,0,27.54,Medio,Inversión,438121,Zona Residencial-Accesible
Javier,Muñoz,33,Hombre,España,Casado,6,2,Ingeniero Civil,Salud,Mid-Level,Licenciatura,Permanente,11,99,64091,17929,14729,79648,0,0,82848,698,1831,0,22.98,Bajo,Residencia,556198,Zona Residencial-Accesible
Laura,Blanco,31,Mujer,Perú,Soltero,3,0,Product Manager,Aeroespacial,Senior,Master,Permanente,10,141,78373,13024,25599,31783,0,0,19208,605,1556,0,32.66,Medio,Residencia,425317,Zona Sur-Inversión
Daniel,Fernández,33,Hombre,México,Divorciado,6,2,Médico,Turismo,Senior,PhD,Permanente,10,158,105026,56692,62641,46078,0,0,40129,550,2757,0,59.64,Medio,Residencia,945303,Zona Residencial-Accesible
María,Gómez,31,Mujer,México,Casado,1,1,Consultor,Energía,Mid-Level,Licenciatura,Temporal,10,127,45459,14547,42100,23201,0,0,-4352,550,1394,0,92.61,Medio,Inversión,282001,Zona Residencial-Accesible
Raquel,Navarro,31,Mujer,México,Casado,4,0,Piloto,Retail,Senior,Master,Permanente,9,119,116372,92929,33421,52940,23561,0,136009,606,2154,15991,28.72,Alto,Residencia,828287,Zona Centro-Negocios
Laura,Ruiz,31,No-binario,España,Soltero,1,0,Marketing Manager,Legal,Mid-Level,Bachillerato,Permanente,9,55,50830,34865,16243,0,0,140573,159195,593,1296,6589,31.96,Alto,Residencia,426633,Zona Sur-Inversión
Fernando,Ruiz,33,Hombre,España,Divorciado,2,1,Médico,Retail,Senior,Master,Freelance,11,33,71510,46684,29971,31376,37787,0,85876,731,1557,0,41.91,Medio,Mixto,670354,Zona Residencial-Accesible
Patricia,Fernández,33,Mujer,España,Casado,3,2,Médico,Inmobiliario,Director,Master,Permanente,12,115,133881,82138,33553,87442,0,0,136027,637,3125,24588,25.06,Medio,Residencia,1142221,Zona Sur-Inversión
Alejandro,Serrano,31,Hombre,Colombia,Casado,3,0,Médico,Inmobiliario,Senior,Master,Permanente,10,41,68830,52602,10303,400,0,0,42699,648,1769,0,14.97,Bajo,Inversión,399795,Zona Residencial-Accesible
Alberto,Gómez,33,Hombre,España,Divorciado,3,1,Desarrollador,Retail,Senior,Master,Permanente,11,44,122890,94948,97405,177998,0,0,175541,587,3029,21565,79.26,Medio,Mixto,1260064,Zona Residencial-Accesible
Javier,Castro,56,Hombre,España,Divorciado,2,1,Gerente de Proyecto,Educación,Director,Master,Permanente,35,81,173844,78944,138836,91495,54135,0,85738,740,5560,0,79.86,Medio,Inversión,2017911,Zona Costa-Premium
Luis,Hernández,31,Hombre,Perú,Casado,6,2,Farmacéutico,Legal,Mid-Level,Licenciatura,Permanente,9,119,50147,12444,10879,322,9064,172071,183022,565,1281,14154,21.69,Medio,Mixto,440171,Zona Residencial-Accesible
Sara,Rubio,56,Mujer,México,Soltero,1,0,Director Comercial,Automotriz,Director,PhD,Permanente,34,105,151221,124239,62138,75923,0,0,138024,722,4236,18011,41.09,Bajo,Residencia,2224544,Zona Centro-Negocios
Daniel,Alonso,56,Hombre,España,Divorciado,3,1,Ingeniero Software,Salud,Director,Licenciatura,Permanente,33,136,119818,126205,139760,239583,59656,0,285684,625,3109,0,116.64,Alto,Inversión,1770743,Zona Centro-Negocios
Daniel,Díaz,31,Hombre,Chile,Viudo,4,0,Marketing Manager,Retail,Mid-Level,Licenciatura,Permanente,10,48,60198,42444,16395,1256,11083,0,38388,734,1408,17163,27.24,Bajo,Inversión,317819,Zona Tech-Educación
Raquel,López,33,Mujer,España,Soltero,4,0,Desarrollador,Automotriz,Mid-Level,Licenciatura,Permanente,11,49,49989,57657,35469,38069,0,0,60257,596,1004,0,70.95,Bajo,Residencia,565866,Zona Residencial-Accesible
Manuel,Ramírez,33,Hombre,México,Casado,3,2,Diseñador,Energía,Senior,Licenciatura,Freelance,12,53,70332,58889,36258,47221,0,352019,421871,550,1267,9277,51.55,Medio,Residencia,1654779,Zona Centro-Negocios
Isabel,Serrano,56,Mujer,México,Casado,3,1,Data Scientist,Legal,Director,Licenciatura,Permanente,35,3,111905,140532,163704,96907,0,448235,521970,638,3128,17138,146.29,Alto,Mixto,2140114,Zona Centro-Negocios
Pablo,Gil,31,Hombre,España,Soltero,2,0,Contador,Inmobiliario,Senior,Master,Temporal,9,162,112084,41616,28617,79635,30653,0,123287,674,2057,16253,25.53,Alto,Vacacional,770882,Zona Sur-Inversión
Silvia,Martín,61,Mujer,España,Soltero,2,0,Marketing Manager,Alimentación,Director,Licenciatura,Permanente,39,152,99026,79453,25109,240522,26765,380062,701693,620,1788,0,25.36,Alto,Inversión,2921028,Zona Centro-Negocios
Rosa,Vázquez,56,Mujer,España,Casado,2,1,Analista Financiero,Inmobiliario,Director,Master,Permanente,34,16,139492,88789,167134,83059,0,832507,837221,675,4453,0,119.82,Alto,Inversión,4279299,Zona Costa-Premium
Antonio,Muñoz,33,Hombre,España,Divorciado,3,1,Data Scientist,Legal,Mid-Level,Licenciatura,Permanente,11,136,51560,33508,34520,77300,0,0,76288,629,1693,0,66.95,Bajo,Mixto,544744,Zona Sur-Inversión
Pablo,Álvarez,31,Hombre,España,Soltero,3,0,Contador,Turismo,Senior,Master,Freelance,10,99,98453,56210,28123,33020,29326,0,90433,668,2627,0,28.56,Medio,Inversión,535946,Zona Centro-Negocios
Fernando,Muñoz,31,Hombre,Uruguay,Divorciado,2,2,Data Scientist,Consultoría,Mid-Level,Licenciatura,Permanente,8,10,40502,19729,22672,27022,0,0,24079,550,696,8938,55.98,Medio,Inversión,218406,Zona Residencial-Accesible
Raquel,García,33,Mujer,España,Divorciado,3,3,Desarrollador,Aeroespacial,Senior,Master,Permanente,10,120,68556,25945,34379,11351,25178,0,28095,550,2014,9214,50.15,Medio,Inversión,660891,Zona Sur-Inversión
Pedro,Navarro,33,Hombre,USA (Miami),Divorciado,2,0,Contador,Finanzas,Senior,Licenciatura,Permanente,12,147,94926,76721,41345,37855,0,0,73231,657,2395,0,43.55,Bajo,Vacacional,906000,Zona Residencial-Accesible
Miguel,Torres,56,Hombre,México,Casado,1,1,Analista Financiero,Retail,Director,Master,Permanente,34,72,147620,192191,106304,139720,0,0,225607,674,4367,26663,72.01,Alto,Mixto,2094238,Zona Costa-Premium
Jorge,López,56,Hombre,Argentina,Casado,4,1,Profesor Universitario,Energía,Director,Licenciatura,Permanente,33,25,100457,42524,139519,178631,0,369874,451510,670,2367,6968,138.88,Medio,Vacacional,2687763,Zona Centro-Negocios
Javier,Navarro,31,Hombre,España,Casado,4,1,Product Manager,Consultoría,Mid-Level,Licenciatura,Permanente,8,69,51208,13777,15569,38277,0,0,36485,692,1489,0,30.4,Medio,Inversión,296083,Zona Sur-Inversión
Sergio,Gómez,33,Hombre,España,Divorciado,2,1,Abogado,Tecnología,Mid-Level,Bachillerato,Permanente,11,76,47422,12357,18686,34227,0,235246,263144,676,1418,11250,39.4,Alto,Mixto,1269358,Zona Sur-Inversión
